Keuwl Accelerometer Data File
2022-08-22 22-50-59

Time (s), X (m/s2), Y (m/s2), Z (m/s2), R (m/s2), Theta (deg), Phi (deg)
0.0000000,-0.155833,7.140183,6.724430,9.809406,46.724403,91.250267
0.0201848,-0.234796,7.131808,6.519545,9.665520,47.583450,91.885628
0.0403033,-0.300897,7.152147,6.269196,9.515595,48.789013,92.409065
0.0603505,-0.155833,7.150950,6.186643,9.457005,49.142021,91.248383
0.0805049,-0.040977,7.124629,6.374779,9.560326,48.179810,90.329529
0.1006234,-0.133101,7.141379,6.775876,9.845279,46.509361,91.067757
0.1208690,-0.170190,7.112665,6.693323,9.768293,46.747952,91.370689
0.1409875,-0.268295,7.182356,6.326623,9.575196,48.644402,92.139275
0.1609341,-0.366700,7.112665,6.294320,9.504890,48.530666,92.951324
0.1810333,-0.320040,7.187142,6.471688,9.676785,48.026653,92.549667
0.2011518,0.174676,7.173981,6.668199,9.795989,47.101082,88.605209
0.2212657,0.306580,7.076773,6.916155,9.899894,45.684490,87.519379
0.2414159,-0.044566,7.080362,6.990332,9.949787,45.367168,90.360634
0.2615343,-0.202493,7.070791,6.990332,9.944940,45.339584,91.640381
0.2816252,-0.163011,7.124629,6.812964,9.859179,46.288494,91.310692
0.3017694,-0.238385,7.185946,6.547062,9.724128,47.679268,91.900024
0.3218879,-0.413360,7.138987,6.288338,9.522562,48.672516,93.313828
0.3420027,-0.443270,7.079166,6.344569,9.516545,48.188026,93.582962
0.3620969,-0.431306,6.912865,6.483652,9.487437,46.890610,93.570160
0.3822154,-0.351147,6.773782,6.889534,9.668149,44.553047,92.967506
0.4023562,-0.246760,6.806085,7.138687,9.866334,43.652470,92.076393
0.4224709,-0.072084,6.900900,7.259824,10.016619,43.549625,90.598465
0.4425893,0.208176,6.947560,7.287342,10.070615,43.645473,88.283714
0.4627255,0.131605,7.094719,6.822536,9.843746,46.125328,88.937302
0.4828340,0.189033,7.270891,6.059524,9.466753,50.201862,88.510727
0.5029525,0.130409,7.292426,5.824728,9.334021,51.388821,88.975502
0.5230654,0.280259,7.207481,6.111269,9.453778,49.726521,87.773201
0.5431725,0.378365,7.250552,6.420242,9.691913,48.514309,87.012772
0.5632910,0.251545,7.225427,6.440581,9.682518,48.304150,88.006111
0.5834061,0.034696,7.190731,6.383153,9.615221,48.405132,89.723541
0.6035344,0.008375,7.183553,6.331409,9.575501,48.607849,89.933205
0.6236529,0.102891,7.093523,6.439385,9.580935,47.770340,89.168983
0.6437760,-0.115155,7.113862,6.614061,9.714221,47.088825,90.927383
0.6638795,-0.152243,7.215856,6.586544,9.771095,47.616905,91.208672
0.6839979,-0.046959,7.219445,6.551847,9.749323,47.775986,90.372681
0.7041334,-0.112762,7.230213,6.459724,9.696222,48.224754,90.893509
0.7242106,-0.045763,7.282855,6.350551,9.662896,48.912567,90.360023
0.7443291,0.154337,7.255337,6.478867,9.728281,48.242245,88.781380
0.7644488,0.089731,7.215856,6.862017,9.958108,46.442005,89.287552
0.7845694,0.029910,7.237391,6.707680,9.867811,47.175610,89.763214
0.8046879,-0.051745,7.214659,6.427421,9.662594,48.303413,90.410927
0.8248705,-0.092423,7.205088,6.297909,9.570031,48.845890,90.734917
0.8449479,-0.110369,7.153343,6.337391,9.557459,48.464554,90.883949
0.8650663,-0.062512,7.089933,6.469295,9.598064,47.621845,90.505165
0.8851852,0.057428,7.104290,6.423831,9.578093,47.880459,89.536858
0.9053035,-0.033799,7.236195,6.078667,9.450600,49.968826,90.267616
0.9254218,-0.080459,6.981060,6.101698,9.272130,48.847256,90.660324
0.9455119,-0.318844,6.964310,6.367600,9.441907,47.592609,92.621315
0.9656598,-0.215653,6.958328,6.692127,9.656572,46.130939,91.775146
0.9857783,0.111266,7.021738,6.662217,9.679996,46.508587,89.092171
1.0059006,0.050249,6.936793,6.860821,9.756663,45.316227,89.584961
1.0260350,-0.039781,6.937989,7.017850,9.868510,44.672607,90.328514
1.0461531,-0.161815,6.825227,7.295716,9.991866,43.099728,91.358131
1.0662757,-0.231206,6.779764,7.379465,10.023729,42.591324,91.953171
1.0863699,-0.289831,6.837192,6.845267,9.679301,44.991898,92.427330
1.1064880,-0.305683,6.893722,6.616454,9.560037,46.203827,92.538963
1.1266174,-0.311665,6.822834,6.866803,9.685102,44.845837,92.615440
1.1467266,-0.293420,6.734300,7.045367,9.750595,43.733948,92.494850
1.1668447,-0.286241,6.743872,7.201200,9.870107,43.147388,92.430443
1.1869689,-0.249153,6.754639,7.344769,9.981626,42.622692,92.112465
1.2070729,-0.167797,6.797710,7.423732,10.067215,42.488182,91.414017
1.2271910,-0.067298,6.772585,6.966404,9.716132,44.193188,90.569321
1.2473155,-0.184546,6.857531,5.589036,8.848565,50.829380,91.541542
1.2674371,-0.011964,7.086344,5.249853,8.819148,53.467487,90.096733
1.2875552,0.229711,6.740282,6.311069,9.236546,46.900166,88.048096
1.3076482,-0.111565,6.747461,7.399804,10.014877,42.363804,90.947266
1.3278426,-0.115155,6.611967,7.719844,10.165007,40.584007,90.997765
1.3479608,0.057428,6.457630,7.833503,10.152245,39.501934,89.490479
1.3680215,-0.007178,6.820442,7.196414,9.914981,43.463547,90.060303
1.3881203,0.059821,6.422934,7.396215,9.796002,40.972553,89.466385
1.4082384,-0.180957,6.369096,7.458727,9.809727,40.505821,91.627434
1.4283719,-0.203689,6.427720,7.415358,9.815528,40.933361,91.815048
1.4484869,-0.093619,6.521040,7.190432,9.707474,42.207985,90.822510
1.4686050,-0.168993,6.674479,7.077670,9.729884,43.329823,91.450378
1.4887390,-0.152243,6.650551,7.200003,9.802707,42.735748,91.311378
1.5088521,-0.104387,6.707979,7.243074,9.872689,42.806942,90.891541
1.5289704,0.003589,6.566504,7.154241,9.710929,42.547203,89.968681
1.5490792,-0.280259,6.586843,7.002296,9.617546,43.274731,92.436371
1.5691947,-0.351147,6.696015,6.877571,9.605253,44.272999,93.001907
1.5893128,0.043071,6.757032,6.495616,9.372959,46.130627,89.634789
1.6094277,0.077767,6.826424,6.311069,9.297081,47.248287,89.347313
1.6295602,-0.257528,6.684051,6.799804,9.538354,44.529400,92.206436
1.6496785,-0.445663,6.650551,7.017850,9.678774,43.524803,93.833740
1.6697707,-0.159422,6.680462,7.022635,9.693884,43.577736,91.367043
1.6899061,0.062213,6.719944,6.981957,9.690678,43.905720,89.469566
1.7100242,0.058624,6.718747,6.969993,9.681209,43.949585,89.500084
1.7301399,-0.151047,6.832406,7.064510,9.829135,44.050144,91.266457
1.7502674,-0.073280,6.813263,7.040582,9.797741,44.061615,90.616219
1.7703854,0.104088,6.858727,7.028617,9.821122,44.302410,89.130547
1.7905002,0.052642,6.740282,7.159026,9.832895,43.275246,89.552528
1.8106225,-0.274277,6.780960,7.409375,10.047661,42.487656,92.316246
1.8307406,-0.309272,6.725925,7.343573,9.963020,42.516483,92.632729
1.8508956,-0.204885,6.626623,7.044171,9.673389,43.264217,91.770935
75.1975021,0.325723,8.890233,4.191029,9.833975,64.774719,87.901718
75.2175140,0.274277,8.865108,3.791128,9.645622,66.856125,88.227890
75.2375259,0.354437,8.866305,3.812664,9.657816,66.748062,87.710777
75.2575455,0.445364,8.848359,3.812664,9.645113,66.715637,87.118568
75.2775650,0.425025,8.877073,3.674777,9.617020,67.535446,87.258827
75.2975769,0.313759,8.922537,3.346662,9.534686,69.451591,87.986038
75.3175888,0.353240,8.932108,3.322733,9.536660,69.609482,87.735291
75.3376160,0.383151,9.011071,3.812664,9.791966,67.084915,87.565247
75.3576279,0.361615,9.005089,3.993621,9.857555,66.100540,87.700424
75.3776398,0.189033,8.997910,3.486941,9.651782,68.821526,88.796478
75.3976746,0.446561,9.031410,3.177968,9.584637,70.635971,87.169296
75.4176712,0.320937,9.101101,3.589832,9.788766,68.485924,87.980385
75.4376907,0.428614,9.042477,3.853342,9.838614,66.942490,87.286209
75.4577026,0.448953,8.976375,4.121637,9.887606,65.364197,87.136734
75.4777222,0.423829,9.024232,3.771986,9.790009,67.338295,87.311043
75.4977341,0.650250,8.966804,3.660420,9.706960,67.846306,85.852318
75.5177536,0.475274,8.923733,3.751647,9.691942,67.226494,86.951332
75.5377731,0.494417,8.972786,3.673581,9.708271,67.765572,86.846085
75.5577850,0.344866,9.024232,3.582654,9.715508,68.361069,87.811478
75.5778122,0.344866,8.959625,3.625725,9.671593,67.982864,87.795715
75.5978394,0.396311,9.068798,3.760022,9.825372,67.499908,87.497734
75.6178513,0.548555,8.996714,3.667599,9.731035,67.858383,86.510834
75.6378555,0.456132,8.935697,3.727719,9.692812,67.381966,87.077812
75.6578674,0.444168,8.920144,3.801896,9.706734,66.941162,87.149384
75.6778793,0.328116,9.049655,3.620939,9.752698,68.205688,87.923523
