Keuwl Accelerometer Data File
2022-08-21 14-39-22

Time (s), X (m/s2), Y (m/s2), Z (m/s2), R (m/s2), Theta (deg), Phi (deg)
0.0000000,-0.029943,-0.467961,9.190886,9.202841,2.920675,266.338806
0.0199265,0.542581,-0.326627,9.864022,9.884332,3.673545,328.952637
0.0398384,1.043241,-0.396096,10.137109,10.198343,6.281850,339.209320
0.0597579,0.406038,-0.700324,9.962237,9.995073,4.645575,300.104492
0.0796697,0.602468,-0.666788,9.950260,9.990758,5.160613,312.099030
0.0995724,0.856391,-0.736257,9.983797,10.047471,6.453850,319.313690
0.1194844,0.988144,-0.738653,9.818507,9.895712,7.161742,323.221344
0.1393847,1.131874,-0.331418,9.897559,9.967580,6.795321,343.679749
0.1592967,0.537790,-0.592527,10.077222,10.108942,4.540103,312.227539
0.1792076,0.329381,-0.427238,9.892768,9.907466,3.121360,307.630646
0.1991195,-0.195233,-0.479939,9.758620,9.772366,3.039248,247.864120
0.2190814,-0.374896,-0.343395,9.725083,9.738363,2.992579,222.488907
0.2389933,-0.017966,-0.300276,9.732269,9.736917,1.770452,266.575989
0.2588582,0.295844,-0.309858,9.813717,9.823063,2.499515,313.674652
0.2787700,0.353337,-0.317044,9.933492,9.944829,2.736094,318.098755
0.2987118,0.461134,-0.391305,10.002961,10.021227,3.459891,319.683014
0.3186237,0.717453,-0.499103,10.117945,10.155622,4.936934,325.175232
0.3385364,0.707870,-0.544617,10.129923,10.169219,5.038589,322.426270
0.3584483,0.362918,-0.499103,10.043685,10.062625,3.515913,306.022491
0.3783602,0.034735,-0.436819,10.005357,10.014948,2.507724,274.546478
0.3982722,-0.415619,-0.484729,10.067639,10.087867,3.628927,229.389404
0.4182151,-0.235957,-0.319440,10.096386,10.104194,2.252554,233.548325
0.4381270,0.082645,-0.199665,9.789762,9.792147,1.264704,292.485565
0.4580944,-0.190442,-0.120614,9.626867,9.629506,1.341443,212.347488
0.4780064,-0.032339,-0.096658,9.555002,9.555546,0.611018,251.501328
0.4978479,0.053899,-0.151755,9.631659,9.633004,0.957771,289.553558
0.5177598,0.188047,-0.072704,9.725083,9.727173,1.187621,338.862305
0.5376467,0.173674,-0.082286,9.715501,9.717402,1.133324,334.648743
0.5575588,-0.312613,-0.170919,9.758620,9.765121,2.090876,208.667374
0.5774697,-0.372500,-0.106241,9.907141,9.914710,2.238958,195.918655
0.5973817,-0.116182,-0.005629,10.019730,10.020405,0.664996,182.774063
0.6173223,-0.077854,0.006348,10.065244,10.065547,0.444554,175.338547
0.6372344,-0.271889,-0.096658,10.084408,10.088535,1.639008,199.570663
0.6572099,-0.370104,-0.204456,10.084408,10.093268,2.400940,208.917480
0.6771221,-0.343754,-0.178106,10.048475,10.055931,2.206466,207.389542
0.6971390,-0.322194,0.066235,9.990984,9.996398,1.885748,168.383194
0.7170511,-0.281471,0.212361,9.914328,9.920595,2.036728,142.966599
0.7367842,-0.173673,0.281830,9.832881,9.838452,1.928337,121.642784
