Keuwl Accelerometer Data File
2022-08-22 19-51-32

Time (s), X (m/s2), Y (m/s2), Z (m/s2), R (m/s2), Theta (deg), Phi (deg)
0.0000000,-0.669691,-5.879165,7.727023,9.732417,37.444096,263.501495
0.0199862,-0.511466,-6.046962,7.782057,9.868524,37.947586,265.165314
0.0396228,-0.527019,-6.093622,7.896913,9.988554,37.758732,265.056946
0.0595816,-0.519841,-5.995516,8.025229,10.030989,36.865730,265.044556
0.0795275,-0.646959,-6.080462,7.939984,10.021672,37.600780,263.926605
0.0994933,-0.500698,-5.971588,7.849056,9.875133,37.360756,265.207153
0.1194521,-0.809671,-5.848059,8.064710,9.994743,36.206322,262.117432
0.1394327,-0.530608,-5.979963,8.001300,10.003115,36.881271,264.929352
0.1594124,-0.475574,-5.879165,7.829914,9.802975,36.991154,265.375336
0.1793711,-0.567697,-5.919843,7.956734,9.933601,36.775082,264.522247
0.1993243,-0.602692,-5.999105,8.062317,10.067446,36.790524,264.263092
0.2193203,-0.578764,-6.020641,7.928020,9.971789,37.340508,264.509033
0.2392790,-0.596710,-5.948557,7.911270,9.916127,37.077717,264.271729
0.2593040,-0.588335,-5.949753,7.928020,9.929713,37.021107,264.352722
0.2792435,-0.626620,-5.976374,7.984550,9.993134,36.964947,264.014435
0.2992022,-0.492323,-6.124729,7.832307,9.954884,38.114361,265.404297
0.3191735,-0.381057,-6.190531,7.696813,9.884777,38.862572,266.477600
0.3391517,-0.652941,-5.832505,8.098209,10.001272,35.931618,263.612396
0.3591104,-0.529412,-6.127121,7.896913,10.009152,37.910713,265.061646
0.3790898,-0.588335,-5.950950,7.986943,9.977535,36.822834,264.353851
0.3990584,-0.401396,-6.000302,7.777272,9.831109,37.712704,266.172852
0.4190172,-0.541376,-6.031409,7.934001,9.980949,37.352821,264.870911
0.4389963,-0.800100,-6.233901,8.075478,10.233036,37.893147,262.686279
0.4589713,-0.623031,-6.266204,8.033603,10.207461,38.090961,264.321899
0.4789300,-0.407378,-6.101997,7.773683,9.890928,38.192238,266.180511
0.4989111,-0.536590,-6.037391,7.794022,9.873439,37.871193,264.921021
0.5188900,-0.588335,-6.092425,7.962716,10.043337,37.548698,264.484161
0.5388487,-0.403789,-6.064908,7.834700,9.916081,37.805107,266.190979
0.5588195,-0.378664,-6.032605,7.783254,9.854681,37.832924,266.408264
0.5787895,-0.397807,-6.057730,7.877770,9.945532,37.618610,266.242828
0.5987482,-0.387039,-6.063712,7.890931,9.959176,37.596432,266.347839
0.6187459,-0.426521,-5.999105,7.868199,9.903522,37.393364,265.933258
0.6387322,-0.540180,-6.023034,7.995318,10.024661,37.101807,264.875092
0.6586910,-0.527019,-6.048158,7.901699,9.964678,37.535992,265.019989
0.6786675,-0.528216,-6.043373,7.871789,9.938129,37.619728,265.004822
0.6986591,-0.575175,-6.103193,7.934001,10.026374,37.691601,264.616241
0.7186179,-0.528216,-6.062515,7.865806,9.945049,37.727791,265.020508
0.7385687,-0.517448,-5.982356,7.823932,9.862567,37.505428,265.056458
0.7585386,-0.554537,-6.045765,7.904091,9.966617,37.527920,264.759308
0.7784974,-0.426521,-6.091229,7.855039,9.949202,37.859837,265.994568
0.7985078,-0.426521,-6.073283,7.851449,9.935389,37.791035,265.982758
0.8184724,-0.487538,-6.200103,7.979764,10.117095,37.932018,265.503876
0.8384311,-0.427717,-6.224330,7.908877,10.073507,38.268547,266.069000
0.8583976,-0.375075,-6.117550,7.753344,9.883291,38.326462,266.491516
0.8783754,-0.457627,-6.105586,7.935198,10.022723,37.653385,265.713562
0.8983341,-0.519841,-6.216852,7.907681,10.072284,38.270706,265.220154
0.9183056,-0.279063,-6.238687,7.690831,9.906966,39.076466,267.438812
0.9383394,-0.341575,-6.106782,7.622636,9.773129,38.743214,266.798553
0.9582981,-0.650549,-6.021837,7.823932,9.894424,37.745144,263.834167
0.9782624,-0.589532,-5.982356,7.871789,9.904604,37.367359,264.371948
0.9981731,-0.280259,-5.989534,7.591529,9.673903,38.303066,267.320984
1.0181319,-0.235992,-6.000302,7.701599,9.765958,37.943562,267.747711
1.0381129,-0.476770,-6.152246,7.956734,10.069114,37.794682,265.568695
1.0580826,-0.491127,-6.218049,8.015656,10.156578,37.888409,265.483917
1.0780500,-0.312862,-6.254240,7.919645,10.096246,38.333412,267.136230
1.0980320,-0.258724,-6.231508,7.938787,10.095691,38.153912,267.622528
1.1179943,-0.310469,-6.192924,7.997711,10.119884,37.786762,267.130005
1.1379620,-0.231206,-6.093622,7.918448,9.994373,37.599907,267.827118
1.1579340,-0.231206,-6.042176,7.822735,9.887190,37.702297,267.808624
1.1779068,-0.366700,-6.038587,7.905288,9.954525,37.425888,266.524902
1.1978744,-0.335593,-6.056533,7.838289,9.911256,37.735249,266.828461
1.2178522,-0.220439,-6.048158,7.650153,9.754674,38.348160,267.912659
1.2378309,-0.376271,-5.982356,7.776075,9.818223,37.626781,266.401031
1.2577983,-0.527019,-6.116354,7.883752,9.992051,37.907616,265.075226
1.2777734,-0.352343,-6.153442,7.747362,9.900031,38.504494,266.722839
1.2977270,-0.370289,-6.178567,7.755736,9.922865,38.592461,266.570282
1.3176945,-0.528216,-6.244669,8.026424,10.183241,37.982437,265.165039
1.3376743,-0.475574,-6.232705,8.009675,10.160102,37.968796,265.636627
1.3576307,-0.188136,-6.140282,7.743773,9.884557,38.425095,268.245026
1.3775983,-0.251545,-6.029016,7.737790,9.812528,37.948635,267.610870
1.3975714,-0.397807,-6.006284,7.868199,9.906676,37.417229,266.210724
1.4175376,-0.454038,-5.979963,7.828718,9.861792,37.453857,265.658051
1.4375051,-0.295813,-6.015855,7.821539,9.871904,37.598747,267.184906
1.4574786,-0.252742,-6.039783,7.868199,9.922269,37.534763,267.603790
1.4774470,-0.273081,-6.038587,7.888538,9.938216,37.461906,267.410706
1.4974145,-0.361914,-6.121140,7.878967,9.983859,37.891937,266.616302
