Keuwl Accelerometer Data File
2022-08-23 20-37-56

Time (s), X (m/s2), Y (m/s2), Z (m/s2), R (m/s2), Theta (deg), Phi (deg)
0.0000000,-5.672485,-7.090532,2.885146,9.527686,72.373123,231.339890
0.0197846,-5.562116,-7.037889,2.708077,9.370310,73.201538,231.680328
0.0395379,-5.617151,-7.251150,2.209772,9.434758,76.454582,232.236618
0.0592536,-5.660521,-7.327720,1.982154,9.469210,77.917130,232.314606
0.0790069,-5.667699,-7.279864,2.377269,9.527363,75.550880,232.097641
0.0987603,-5.799305,-7.253543,2.753541,9.686476,73.484993,231.357193
0.1185357,-5.902196,-7.306185,2.652743,9.759780,74.228378,231.067490
0.1382891,-5.782555,-7.253543,2.334198,9.565579,75.876038,231.438004
0.1580345,-5.696414,-7.195816,2.303092,9.462194,75.912743,231.633850
0.1777878,-5.756234,-7.140781,2.552244,9.520449,74.449936,231.127472
0.1975472,-5.761020,-7.176673,2.655435,9.578378,73.904915,231.244507
0.2173006,-5.672485,-7.157531,2.554637,9.483328,74.372505,231.602478
0.2370276,-5.705985,-7.150352,2.509174,9.485871,74.661751,231.410110
0.2567810,-5.808876,-7.159924,2.614458,9.583472,74.168510,230.947433
0.2765289,-5.765805,-7.112067,2.688935,9.542347,73.632957,230.968063
0.2962823,-5.756234,-7.042675,2.643172,9.472057,73.796524,230.739624
0.3160239,-5.906982,-7.004390,2.698506,9.551746,73.589676,229.858200
0.3357773,-6.175277,-7.059425,2.846861,9.801742,73.115440,228.821976
0.3555208,-6.482157,-7.361220,2.732005,10.181835,74.435585,228.633438
0.3752741,-6.711867,-7.524231,1.649253,10.216812,80.710358,228.265961
0.3950527,-6.120242,-7.155138,1.879263,9.601302,78.712631,229.457535
0.4148061,-5.576473,-6.518049,2.676970,8.985999,72.668213,229.451584
0.4345550,-5.428118,-6.302396,3.668496,9.090794,66.200348,229.262390
0.4543084,-5.509474,-6.350252,3.433701,9.081316,67.783585,229.055115
0.4740407,-5.588437,-6.427122,2.710470,8.937850,72.346642,228.992767
0.4937941,-5.813662,-6.728916,2.303092,9.185925,75.479897,229.173584
0.5135643,-6.122635,-7.071389,2.053939,9.576527,77.615189,229.112946
0.5333176,-6.482157,-7.243971,2.001297,9.924649,78.366585,228.176712
0.5530655,-6.450751,-7.143174,2.116153,9.854706,77.600006,227.915909
0.5728186,-6.120242,-6.968498,2.391925,9.578029,75.538437,228.708038
0.5925704,-5.777770,-6.903593,2.626422,9.377649,73.735466,230.073288
0.6123235,-5.590830,-6.963712,2.861218,9.377486,72.234879,231.240692
0.6320685,-5.609972,-7.138388,3.117549,9.599348,71.048561,231.836624
0.6518217,-5.715556,-7.265507,2.962015,9.707148,72.233559,231.808929
0.6715317,-5.940781,-7.394719,2.492424,9.807493,75.277687,231.222244
0.6912849,-6.285646,-7.389934,2.164308,9.940055,77.423904,229.616547
0.7110589,-6.172884,-7.202994,2.137987,9.724126,77.298943,229.403793
0.7308121,-5.906982,-7.042675,2.576173,9.546118,74.343704,230.012054
0.7505678,-5.650651,-6.843772,2.882753,9.331524,72.005463,230.454773
0.7703210,-5.452046,-6.661618,2.913860,9.088044,71.299232,230.702194
0.7900482,-5.399405,-6.604190,2.921038,9.016726,71.097557,230.731506
0.8098015,-5.621937,-6.678368,3.117549,9.269622,70.347244,229.908890
0.8295712,-5.892625,-6.776773,3.179762,9.526729,70.502075,228.991974
0.8493244,-5.952744,-6.791130,2.861218,9.473182,72.420219,228.763916
0.8690457,-6.086742,-6.771987,2.815754,9.530828,72.816292,228.050415
0.8887988,-6.141778,-6.755238,3.029014,9.619230,71.645737,227.723282
0.9085547,-6.062814,-6.675975,3.127120,9.544907,70.875504,227.755707
0.9283080,-5.993423,-6.618547,2.983551,9.414237,71.523300,227.837601
0.9480729,-6.189933,-6.652047,2.794219,9.506454,72.906700,227.060883
0.9678261,-6.390930,-6.843772,2.724827,9.752225,73.775261,226.959686
0.9875513,-6.218647,-6.872486,2.767898,9.672843,73.372314,227.859268
1.0073045,-6.091528,-6.896414,2.892324,9.645350,72.550369,228.546188
1.0270966,-6.180063,-7.018747,3.119942,9.858500,71.550285,228.635818
1.0468495,-6.117849,-7.011569,3.076871,9.800883,71.703278,228.894119
1.0665666,-6.036493,-6.966105,3.139084,9.737541,71.193733,229.089371
1.0863194,-5.940781,-6.905985,3.297310,9.688022,70.101852,229.296677
1.1060643,-5.799305,-6.795916,3.366701,9.547308,69.351517,229.524170
1.1258171,-5.715556,-6.743273,3.302095,9.436268,69.516563,229.715591
1.1455783,-5.784948,-6.795916,3.244668,9.496207,70.020714,229.594284
1.1653310,-5.820840,-6.934699,3.038586,9.550143,71.447601,229.990616
1.1850630,-5.906982,-7.073782,2.837289,9.642668,72.887840,230.136337
1.2048159,-5.943173,-7.102496,2.775076,9.667875,73.319115,230.078339
1.2245709,-5.765805,-7.001997,2.822932,9.499549,72.712601,230.530197
1.2443237,-5.691628,-6.850950,3.194418,9.462265,70.269554,230.280899
1.2640935,-5.758627,-6.630512,3.721138,9.537942,67.036751,229.025543
1.2838464,-5.741877,-6.460621,3.996911,9.522819,65.183128,228.370911
1.3035876,-5.607580,-6.453443,3.955934,9.420259,65.169266,229.011688
1.3233404,-5.701199,-6.690332,3.634997,9.511961,67.533073,229.563858
1.3430976,-6.036493,-6.874878,3.278167,9.718517,70.286842,228.715225
1.3628504,-6.163313,-6.882057,3.093621,9.742670,71.486198,228.153564
1.3826034,-6.180063,-6.838986,3.309274,9.793682,70.251091,227.897400
1.4023561,-6.022136,-6.697810,3.656532,9.720957,67.904633,228.040649
1.4220743,-5.897410,-6.616155,3.905685,9.685418,66.218231,228.287292
1.4418273,-5.974280,-6.642476,3.876971,9.738860,66.540993,228.031601
1.4615871,-6.012565,-6.628119,3.582355,9.639303,68.183182,227.787888
1.4813398,-5.931209,-6.491728,3.354737,9.411484,69.117569,227.583420
1.5011048,-5.794519,-6.383752,3.426522,9.277380,68.324982,227.770035
1.5208577,-5.854340,-6.386145,3.661318,9.405392,67.090378,227.487732
1.5405966,-6.034101,-6.446264,3.781258,9.605343,66.817451,226.891510
