Keuwl Accelerometer Data File
2022-08-23 21-04-19

Time (s), X (m/s2), Y (m/s2), Z (m/s2), R (m/s2), Theta (deg), Phi (deg)
0.0000000,-5.806483,-6.448657,2.861218,9.137122,71.751305,227.999573
0.0199706,-6.290431,-6.673583,2.693720,9.558366,73.631256,226.692886
0.0399606,-6.680761,-6.841379,2.360520,9.849319,76.133339,225.680542
0.0599602,-6.479764,-6.798308,2.257628,9.659255,76.483406,226.374283
0.0799502,-6.340681,-6.771987,2.384448,9.578603,75.585510,226.883911
0.0999345,-6.302396,-6.843772,2.442175,9.618816,75.291847,227.358185
0.1199245,-6.170491,-6.786344,2.499602,9.506704,74.755981,227.721283
0.1399180,-6.160920,-6.724131,2.873182,9.561697,72.513046,227.502823
0.1599083,-6.292824,-6.707381,3.048157,9.689161,71.663666,226.826462
0.1798998,-6.314360,-6.748059,2.715255,9.632240,73.626816,226.901642
0.1998900,-6.201897,-6.541977,2.633600,9.391317,73.714172,226.528625
0.2198810,-6.338288,-6.503692,2.815754,9.507911,72.773575,225.737930
0.2398712,-6.431608,-6.546763,2.724827,9.573421,73.463615,225.508362
0.2598411,-6.410073,-6.530013,2.530709,9.493924,74.540276,225.531052
0.2798313,-6.489335,-6.228218,3.076871,9.506277,71.115150,223.823761
0.2998452,-6.661618,-5.804090,4.111767,9.745319,65.043991,221.064774
0.3198355,-6.673583,-5.866304,3.948756,9.723317,66.039169,221.316559
0.3398187,-6.745666,-6.328717,2.933301,9.703655,72.404907,223.173431
0.3598090,-5.859125,-6.254539,2.271985,8.866258,75.152290,226.869583
0.3797982,-4.517649,-5.373083,2.950051,7.614590,67.205887,229.943115
0.3997885,-4.831408,-5.818448,4.600501,8.852200,58.687775,230.295105
0.4197796,-5.119145,-6.300003,4.835296,9.448586,59.219658,230.903992
0.4397699,-5.231607,-6.402894,4.023232,9.195280,64.053459,230.748795
0.4597504,-5.492724,-6.498906,3.438486,9.177635,67.996742,229.796280
0.4797406,-5.758627,-6.695417,3.395415,9.461461,68.969307,229.301682
0.4997438,-6.268896,-6.982855,3.932006,10.174478,67.265732,228.083923
0.5197341,-6.204290,-6.561120,2.755934,9.441222,73.028000,226.601166
0.5397295,-6.321538,-6.482157,3.270988,9.627023,70.137047,225.718719
0.5597197,-6.508478,-6.376573,3.711567,9.838531,67.836670,224.413483
0.5797158,-5.967102,-6.125028,3.227918,9.140116,69.319321,225.748260
0.5997061,-5.526224,-5.981458,3.143870,8.729314,68.890541,227.265396
0.6196861,-5.583652,-6.038886,4.095017,9.187735,63.531563,227.243027
0.6396764,-5.542974,-6.005387,4.710570,9.432852,60.041061,227.292984
0.6596521,-5.564509,-5.708377,4.816154,9.313683,58.861725,225.731186
0.6796423,-5.732306,-5.746663,4.974080,9.519712,58.499687,225.071655
0.6996529,-5.943173,-5.909674,5.165805,9.845359,58.352325,224.838058
0.7196430,-6.204290,-6.139385,5.129913,10.124290,59.556160,224.698730
0.7396374,-6.295217,-6.300003,4.744070,10.090887,61.957001,225.021774
0.7596275,-5.998208,-6.297610,4.164409,9.642650,64.413460,226.394867
0.7796258,-6.005387,-6.323931,4.044767,9.613372,65.118439,226.479980
0.7996160,-6.264111,-6.506085,4.415954,10.053302,63.943699,226.085526
0.8196057,-6.144170,-6.623333,4.470989,10.080134,63.669739,227.149292
0.8395959,-5.952744,-6.690332,4.384848,9.971088,63.911674,228.338806
0.8595932,-6.002994,-6.675975,4.293920,9.952002,64.439560,228.038330
0.8795833,-6.187241,-6.683154,4.535894,10.174519,63.524876,227.206589
0.8995770,-6.103492,-6.628119,4.818547,10.217776,61.862789,227.359634
0.9195670,-5.926424,-6.630512,4.974080,10.189586,60.780724,228.209305
0.9395558,-5.725127,-6.630512,4.914259,10.044437,60.708584,229.190979
0.9595459,-5.509474,-6.565906,4.806582,9.826935,60.717030,229.999878
0.9795384,-5.336892,-6.410073,4.856832,9.651957,59.788288,230.219955
0.9995285,-5.027919,-6.247361,4.875974,9.385340,58.699211,231.172653
1.0194815,-4.678267,-6.233004,5.014758,9.267380,57.240135,233.109436
1.0394717,-4.426722,-6.148956,5.132306,9.151289,55.886875,234.249344
1.0594666,-4.352544,-6.105885,5.228018,9.141042,55.115211,234.517044
1.0794567,-4.225426,-6.345467,4.765605,8.990560,57.989967,236.340485
1.0994425,-4.400401,-6.654440,4.382455,9.102253,61.218594,236.524414
1.1194327,-4.628018,-7.219744,4.732106,9.794697,61.110012,237.339218
1.1394298,-4.575077,-7.406683,5.434100,10.262540,58.027763,238.296555
1.1594201,-4.134499,-7.030711,5.709574,9.956114,55.007156,239.541809
1.1794261,-3.801597,-6.767201,6.006583,9.814590,52.265347,240.674118
1.1994164,-3.645764,-6.477371,6.514460,9.883629,48.767498,240.627182
1.2193807,-3.401397,-6.122635,6.687042,9.683630,46.326244,240.945877
1.2393709,-3.370291,-6.096314,6.725327,9.682661,46.006702,241.064392
1.2593653,-3.650550,-6.225825,6.461818,9.687234,48.160625,239.614517
1.2793558,-3.923631,-6.319146,6.140880,9.645563,50.457279,238.163376
1.2993506,-4.232604,-6.417251,5.918048,9.701512,52.409561,236.592499
1.3193411,-4.436293,-6.546763,5.879764,9.854564,53.369377,235.877197
1.3393177,-4.287639,-6.446264,5.575277,9.540539,54.240967,236.370712
1.3593080,-4.098606,-6.331110,5.472385,9.318182,54.035748,237.081970
1.3792993,-3.973880,-6.345467,5.642575,9.375251,52.996876,237.942932
1.3992897,-4.098606,-6.520442,5.953941,9.734688,52.293186,237.847427
1.4192866,-4.313960,-6.687939,5.999404,9.966526,52.989929,237.176529
1.4392771,-4.352544,-6.716952,5.843572,9.910067,53.867100,237.057007
1.4592457,-4.172783,-6.721738,5.817251,9.820096,53.673756,238.168427
1.4792360,-3.899703,-6.702595,5.841179,9.708339,53.010674,239.808304
1.4992217,-3.820740,-6.721738,5.810072,9.671440,53.076706,240.385437
1.5192121,-4.144070,-6.752845,5.747859,9.788366,54.040493,238.463486
1.5391847,-4.321438,-6.781559,5.659325,9.833225,54.863182,237.493332
1.5591751,-4.311567,-6.762416,5.532206,9.742956,55.401936,237.479309
1.5791773,-4.227818,-6.709774,5.412565,9.601634,55.687038,237.785034
1.5991677,-4.053143,-6.647261,5.529813,9.549497,54.614944,238.627411
1.6191447,-3.839882,-6.506085,5.824430,9.539278,52.369022,239.450958
1.6391350,-3.741477,-6.417251,6.219843,9.688457,50.060013,239.756348
1.6591392,-3.743870,-6.378966,6.447461,9.812111,48.921524,239.590958
1.6791295,-3.727120,-6.374180,6.524031,9.853151,48.537758,239.684250
1.6990901,-3.482753,-6.407680,6.380162,9.689913,48.819496,241.474686
1.7190799,-3.298506,-6.367002,6.186344,9.470465,49.214806,242.613007
1.7390629,-3.312863,-6.347859,6.083153,9.395485,49.650009,242.440552
1.7590526,-3.501896,-6.402894,6.107081,9.516132,50.076752,241.324692
1.7790389,-3.650550,-6.443871,6.083153,9.584088,50.601238,240.467789
1.7990286,-3.705585,-6.498906,5.951548,9.559711,51.496258,240.308823
1.8190287,-3.806383,-6.539584,5.817251,9.544376,52.446995,239.798340
1.8390185,-3.878167,-6.585048,5.819644,9.605795,52.710171,239.504669
1.8590019,-3.789633,-6.556334,5.870192,9.581544,52.218189,239.971619
1.8789917,-3.617051,-6.441479,5.915656,9.464179,51.313595,240.684708
1.8989711,-3.667300,-6.422037,5.987441,9.515308,51.005707,240.271500
1.9189608,-3.904488,-6.436693,6.126224,9.706012,50.862888,238.759064
1.9389580,-3.957130,-6.395716,6.188736,9.739841,50.550030,238.254272
1.9589477,-3.763013,-6.314360,6.136095,9.575128,50.145752,239.207367
1.9789476,-3.727120,-6.340681,6.179165,9.606131,49.965237,239.552536
1.9989372,-3.746263,-6.395716,6.198308,9.662230,50.096333,239.640549
2.0189104,-3.758227,-6.412466,6.303592,9.745730,49.698818,239.626221
2.0389001,-3.669693,-6.350252,6.310771,9.675649,49.289883,239.977188
2.0588739,-3.562016,-6.276075,6.083153,9.438316,49.870544,240.422714
2.0788634,-3.801597,-6.414858,5.941977,9.534655,51.449959,239.348007
2.0988584,-4.196712,-6.518049,5.987441,9.795243,52.319336,237.224136
2.1188481,-4.345366,-6.664011,6.121439,10.038091,52.423439,236.893051
2.1388295,-4.239783,-6.719345,6.107081,10.021068,52.452118,237.748825
2.1588192,-4.148855,-6.750452,5.999404,9.938534,52.868179,238.424942
2.1788104,-4.024129,-6.664011,5.908477,9.773064,52.802269,238.873901
2.1988139,-3.926024,-6.580262,6.018547,9.743532,51.851875,239.178162
2.2188036,-3.710371,-6.544370,6.229414,9.767355,50.373592,240.448669
2.2387795,-3.648157,-6.465407,6.332306,9.757491,49.536114,240.565796
2.2587693,-3.660121,-6.470192,6.396912,9.807158,49.287056,240.503601
2.2787380,-3.542873,-6.386145,6.344270,9.673911,49.018726,240.979584
2.2987280,-3.458825,-6.374180,6.207879,9.546277,49.436287,241.514389
2.3187101,-3.501896,-6.410073,6.056832,9.488811,50.333851,241.351715
2.3387001,-3.511467,-6.551548,6.107081,9.620273,50.593826,241.809799
2.3586857,-3.504289,-6.573084,6.040082,9.589998,50.962315,241.936722
2.3786755,-3.487539,-6.439086,5.915656,9.413806,51.067669,241.559128
2.3986688,-3.401397,-6.343074,5.877371,9.292340,50.765465,241.798096
2.4186585,-3.336791,-6.261718,5.949155,9.259359,50.021370,241.947403
2.4386280,-3.394219,-6.259325,6.243772,9.470193,48.752903,241.530533
2.4586177,-3.415754,-6.285646,6.452246,9.633701,47.951626,241.479401
2.4786091,-3.399004,-6.278468,6.351449,9.555799,48.343018,241.570007
2.4985988,-3.514159,-6.254539,6.296414,9.545334,48.728138,240.670227
2.5185838,-3.746263,-6.307181,6.454639,9.771253,48.656307,239.291046
2.5385735,-3.937988,-6.314360,6.480960,9.868218,48.947468,238.050034
2.5585630,-4.122534,-6.319146,6.445068,9.922993,49.495445,236.880051
2.5785527,-4.124927,-6.352645,6.380162,9.903413,49.891376,237.003357
2.5985436,-4.016951,-6.326324,6.315556,9.800231,49.877098,237.586166
2.6185331,-3.904488,-6.259325,6.341877,9.728494,49.315983,238.044601
2.6385136,-3.774977,-6.136992,6.375377,9.620735,48.496147,238.403564
2.6585031,-3.590729,-5.976673,6.416354,9.475418,47.378059,239.002945
2.6784680,-3.454040,-5.907281,6.533602,9.461201,46.324913,239.684799
2.6984570,-3.487539,-5.924031,6.574280,9.512004,46.278301,239.514236
2.7184539,-3.540480,-6.113064,6.507281,9.604648,47.350334,239.922028
2.7384429,-3.583551,-6.168398,6.241379,9.478702,48.817207,239.845413
2.7584414,-3.652943,-6.213861,6.234200,9.530023,49.143684,239.550003
2.7784305,-3.660121,-6.297610,6.289235,9.623454,49.191570,239.835190
2.7984171,-3.722335,-6.233004,6.217451,9.558390,49.422916,239.154449
2.8184061,-3.607479,-6.197112,6.246164,9.509609,48.941700,239.795349
2.8383729,-3.504289,-6.125028,6.353841,9.495646,47.999889,240.224991
2.8583622,-3.422933,-6.103492,6.579066,9.604853,46.766506,240.715622
2.8783400,-3.339184,-6.096314,6.619744,9.598761,46.397930,241.288788
2.8983293,-3.367898,-6.117849,6.459424,9.512885,47.233013,241.167053
2.9183459,-3.408576,-6.209075,6.313163,9.488258,48.289600,241.234680
2.9383349,-3.605086,-6.261718,6.260521,9.560328,49.092197,240.069489
2.9582999,-3.715156,-6.302396,6.291628,9.649205,49.304726,239.481369
2.9782889,-3.686442,-6.314360,6.262914,9.627310,49.417957,239.722809
2.9982877,-3.681657,-6.256932,6.279664,9.598853,49.140236,239.526917
3.0182767,-3.621836,-6.345467,6.473782,9.761787,48.457470,240.283340
3.0382655,-3.597908,-6.256932,6.368198,9.625388,48.577656,240.099915
3.0582545,-3.638586,-6.187540,6.341877,9.578328,48.539242,239.542328
3.0782232,-3.605086,-6.233004,6.406783,9.638145,48.338242,239.955490
3.0982122,-3.648157,-6.189933,6.282057,9.544033,48.835873,239.486206
3.1182218,-3.767798,-6.225825,6.325128,9.641808,49.003677,238.818146
3.1382108,-3.799204,-6.304789,6.361020,9.728663,49.168011,238.927246
3.1581726,-3.803990,-6.290431,6.389734,9.740049,49.002445,238.837540
3.1781616,-3.770191,-6.338288,6.459424,9.803693,48.785744,239.254639
3.1981606,-3.734299,-6.292824,6.368198,9.700441,48.967621,239.314178
3.2181494,-3.684050,-6.221040,6.301199,9.590551,48.926884,239.366318
3.2381384,-3.698406,-6.216254,6.349056,9.624476,48.724678,239.249161
3.2581272,-3.758227,-6.175576,6.521638,9.736210,47.945797,238.676849
3.2781043,-3.521338,-6.120242,6.543173,9.626541,47.179688,240.085632
3.2980933,-3.526123,-6.069993,6.545567,9.598063,47.002419,239.847244
3.3181183,-3.667300,-6.168398,6.744470,9.848152,46.776485,239.267227
3.3381071,-3.789633,-6.242575,6.718149,9.922933,47.387810,238.739639
3.3580587,-3.753441,-6.197112,6.466603,9.711307,48.249825,238.797714
3.3780475,-3.727120,-6.221040,6.372984,9.654413,48.691666,239.073532
3.3980463,-3.792026,-6.233004,6.492924,9.766671,48.332691,238.684570
