Keuwl Accelerometer Data File
2022-08-22 23-05-49

Time (s), X (m/s2), Y (m/s2), Z (m/s2), R (m/s2), Theta (deg), Phi (deg)
85.4342804,0.487238,-1.316950,9.373882,9.478472,8.519473,290.303223
85.4542770,0.504287,-1.915754,9.697213,9.897492,11.545910,284.747528
85.4743042,0.577268,-1.574477,9.682856,9.826999,9.825532,290.135010
85.4943161,0.510269,-1.666601,9.721141,9.876159,10.164925,287.023224
85.5143509,0.549751,-1.587638,9.394221,9.543282,10.139970,289.099426
85.5344009,0.607179,-1.581656,9.717552,9.864133,9.889764,291.001190
85.5544128,0.469292,-1.400699,9.897313,10.006948,8.489013,288.523010
85.5743484,0.436989,-1.479961,9.930812,10.049989,8.832443,286.450348
85.5943375,0.510269,-1.490728,9.834800,9.960217,9.102045,288.895844
85.6143570,0.704088,-1.282254,9.737891,9.847154,8.543184,298.771271
85.6343765,0.657428,-1.387538,9.774980,9.894832,8.926804,295.352020
85.6543884,0.635893,-1.502693,9.812068,9.946815,9.441608,292.936554
85.6744080,0.803689,-1.429712,9.504292,9.644768,9.790870,299.341827
85.6944122,0.871885,-1.399502,9.470792,9.613256,9.876254,301.922760
85.7144089,0.694517,-1.530210,9.597911,9.743911,9.930958,294.411896
85.7344208,0.324527,-1.487139,9.721141,9.839587,8.899118,282.310211
85.7544327,0.324527,-1.525424,9.631411,9.756860,9.197785,282.010345
85.7744827,0.577268,-1.566102,9.486345,9.632065,9.978982,290.233978
85.7944946,0.562912,-1.527817,9.595518,9.732680,9.630535,290.225891
85.8145065,0.507877,-1.549353,9.729516,9.865187,9.513204,288.149109
85.8344879,0.583251,-1.548156,9.788140,9.926967,9.593414,290.643341
85.8544998,0.565304,-1.584049,9.891331,10.033305,9.650154,289.640106
85.8745499,0.706481,-1.567299,9.899706,10.047872,9.851654,294.264099
85.8945465,0.806082,-1.434497,9.839586,9.976222,9.493657,299.332794
85.9145660,0.662214,-1.454836,10.024133,10.150779,9.060177,294.474121
85.9345779,0.372383,-1.508675,10.057631,10.176970,8.783041,283.865051
85.9545822,0.592822,-1.453640,10.000204,10.122677,8.921719,292.186554
85.9745941,0.767498,-1.278665,9.891331,10.003122,8.573934,300.973602
85.9946136,0.704088,-1.246361,9.764212,9.868586,8.340448,299.462738
86.0146179,0.662214,-1.362413,9.624231,9.742717,8.944811,295.922485
86.0346375,0.543769,-1.421337,9.561719,9.682063,9.043093,290.935638
86.0546494,0.347258,-1.312164,9.611072,9.706444,8.038489,284.823242
86.0746536,0.322134,-1.163809,9.597911,9.673578,7.171049,285.471710
86.0946655,0.441775,-1.181755,9.523434,9.606638,7.546392,290.497223
86.1146851,0.328116,-1.379163,9.564112,9.668608,8.431353,283.382416
86.1346970,0.354437,-1.430908,9.632607,9.744754,8.700891,283.912170
86.1547165,0.504287,-1.375574,9.620643,9.731561,8.658868,290.132996
86.1747131,0.524626,-1.532603,9.576077,9.712124,9.601382,288.896637
86.1947250,0.576072,-1.600798,9.611072,9.760488,10.038207,289.792053
86.2147369,0.595215,-1.490728,9.788140,9.918883,9.313083,291.765717
86.2347412,0.499203,-1.538585,9.792926,9.925615,9.379114,287.975952
86.2547531,0.601197,-1.586441,9.694820,9.842143,9.925927,290.754669
86.2747726,0.570090,-1.345664,9.718748,9.828014,8.551662,292.959930
86.2947845,0.395115,-1.343271,9.828818,9.928049,8.107576,286.390930
86.3147888,0.512662,-1.588834,9.819247,9.960162,9.649319,287.883118
86.3348083,0.694517,-1.637887,9.736694,9.897891,10.354650,292.978516
86.3548279,0.548555,-1.561317,9.710373,9.850379,9.671643,289.358459
86.3748322,0.481256,-1.607977,9.668499,9.813107,9.848400,286.662079
86.3948441,0.538983,-1.551746,9.606286,9.745725,9.703790,289.154144
86.4148560,0.460917,-1.537389,9.531809,9.665992,9.558001,286.689026
86.4348526,0.564108,-1.536192,9.475577,9.615855,9.798679,290.163818
86.4548645,0.554537,-1.483550,9.518648,9.649512,9.446853,290.495270
86.4748993,0.442971,-1.658226,9.574880,9.727500,10.162776,284.956512
86.4949112,0.591625,-1.666601,9.555737,9.718009,10.485185,289.544312
86.5149231,0.434596,-1.599602,9.585947,9.728206,9.810512,285.199799
86.5349350,0.261117,-1.628316,9.619446,9.759782,9.728012,279.110382
86.5549469,0.361615,-1.613959,9.605089,9.746454,9.770385,282.628845
86.5749588,0.364008,-1.627119,9.682856,9.825360,9.770224,282.610199
86.5949860,0.317348,-1.554138,9.725926,9.854425,9.262850,281.540894
86.6149902,0.470489,-1.534996,9.710373,9.842200,9.388163,287.040741
86.6350021,0.403490,-1.590031,9.733106,9.870378,9.566779,284.238953
86.6550293,0.263510,-1.506282,9.743873,9.863132,8.918987,279.922943
86.6750259,0.274277,-1.294218,9.807282,9.896111,7.682602,281.965393
86.6950378,0.419043,-1.375574,9.753445,9.858878,8.386889,286.942383
86.7153168,0.494417,-1.438086,9.728319,9.846457,8.884403,288.973083
86.7352448,0.253938,-1.477568,9.884152,9.997208,8.624889,279.751709
86.7552567,0.246760,-1.543371,9.912866,10.035327,8.960129,279.083771
86.7751923,0.493221,-1.502693,9.644570,9.773387,9.312766,288.171112
86.7952042,0.570090,-1.521835,9.607482,9.743957,9.600727,290.536285
86.8152161,0.336491,-1.370788,9.681660,9.784008,8.294673,283.791840
86.8352356,0.396311,-1.330110,9.619446,9.719053,8.209993,286.591614
86.8551788,0.549751,-1.556531,9.546165,9.687842,9.810792,289.452698
86.8751984,0.442971,-1.648655,9.599107,9.749725,10.084204,285.039398
86.8951721,0.300598,-1.561317,9.651750,9.781837,9.354670,280.897736
86.9152145,0.409472,-1.538585,9.609875,9.740873,9.407195,284.902985
86.9352417,0.446561,-1.585245,9.572487,9.713132,9.762150,285.732422
86.9552231,0.165105,-1.637887,9.760623,9.898469,9.573167,275.756165
86.9752197,0.165105,-1.536192,9.832407,9.953058,8.930281,276.134399
86.9952393,0.318545,-1.534996,9.807282,9.931791,9.081946,281.723694
87.0152664,0.347258,-1.776970,9.804890,9.970661,10.462472,281.057495
87.0352783,0.477667,-1.779363,9.740284,9.912992,10.710868,285.026672
87.0552902,0.546162,-1.636691,9.760623,9.911953,10.024777,288.453796
87.0753021,0.377169,-1.563710,9.778569,9.909987,9.341361,283.560791
87.0953064,0.448953,-1.558924,9.678070,9.813095,9.515704,286.065826
87.1153259,0.589233,-1.624727,9.636196,9.789954,10.168020,289.933960
87.1353531,0.484846,-1.655833,9.620643,9.774130,10.167285,286.320587
87.1553421,0.375972,-1.545763,9.672089,9.802043,9.340182,283.670471
87.1753540,0.342473,-1.494318,9.753445,9.873194,8.932744,282.908325
87.1953812,0.304188,-1.593620,9.721141,9.855594,9.474942,280.806519
87.2153702,0.250349,-1.667797,9.706784,9.852201,9.856323,278.536804
87.2353897,0.316152,-1.572084,9.777372,9.907997,9.313991,281.370728
87.2554016,0.421436,-1.473979,9.776176,9.895648,8.912222,285.956146
87.2753983,0.413061,-1.563710,9.746265,9.879550,9.422123,284.796967
87.2954102,0.285045,-1.665405,9.891331,10.034602,9.693613,279.712433
87.3154297,0.386740,-1.527817,9.882956,10.007828,9.060523,284.205017
87.3354416,0.564108,-1.476372,9.801301,9.927910,9.160171,290.911407
87.3554535,0.410668,-1.633101,9.827621,9.970848,9.723100,284.115234
87.3754578,0.282652,-1.754238,9.977472,10.134456,10.097790,279.153137
87.3954544,0.397508,-1.738685,9.937990,10.096766,10.174421,282.877960
87.4154663,0.552144,-1.572084,9.765409,9.906539,9.682858,289.352173
87.4354858,0.410668,-1.511068,9.681660,9.807472,9.187268,285.204254
87.4554901,0.104088,-1.640280,9.795319,9.932252,9.525078,273.630981
87.4755020,0.165105,-1.676471,9.838389,9.981569,9.716283,275.624542
87.4955063,0.483649,-1.558924,9.621839,9.759300,9.627861,287.236267
87.5155106,0.544965,-1.584049,9.482756,9.629582,10.018203,288.984924
87.5355225,0.193819,-1.682453,9.623035,9.770927,9.981405,276.571503
87.5555344,0.137587,-1.587638,9.692428,9.822559,9.336794,274.952972
87.5755310,0.353240,-1.560120,9.469596,9.603749,9.587920,282.757721
87.5955582,0.439382,-1.551746,9.451650,9.588256,9.683224,285.809662
87.6155701,0.281456,-1.538585,9.544970,9.672276,9.306264,280.366577
87.6355743,0.144766,-1.599602,9.585947,9.719571,9.511634,275.171234
87.6555862,-0.032303,-1.609173,9.614660,9.748445,9.503219,268.849976
87.6755905,0.095713,-1.491925,9.722338,9.836608,8.741837,273.670715
87.6956329,0.350848,-1.479961,9.596714,9.716496,9.005862,283.336639
87.7156525,0.460917,-1.557728,9.567701,9.704632,9.636291,286.483002
87.7356567,0.244367,-1.505085,9.730712,9.849454,8.905761,279.222107
87.7556534,0.171087,-1.490728,9.784551,9.898938,8.718707,276.547028
87.7756653,0.481256,-1.617548,9.711570,9.857112,9.858099,286.568909
87.7956619,0.619143,-1.693221,9.652946,9.819862,10.579181,290.085419
87.8156967,0.540180,-1.609173,9.739087,9.885901,9.886722,288.556274
87.8357086,0.480060,-1.538585,9.704391,9.837323,9.429817,287.328644
87.8557129,0.404686,-1.661815,9.704391,9.853965,9.995621,283.686310
87.8757324,0.368794,-1.619941,9.736694,9.877420,9.683224,282.825287
87.8957443,0.328116,-1.470389,9.768997,9.884483,8.766968,282.579407
87.9157410,0.116052,-1.581656,9.815658,9.942949,9.177916,274.196472
87.9357529,0.240778,-1.768595,9.851849,10.012234,10.269180,277.752625
87.9557648,0.476471,-1.755435,9.820443,9.987476,10.493457,285.185699
87.9757767,0.346062,-1.688435,9.838389,9.988217,9.936521,281.582947
87.9957962,0.227318,-1.645066,9.828818,9.968128,9.590217,277.867401
88.0158157,0.386740,-1.665405,9.686445,9.836177,10.009994,283.073517
88.0358124,0.488435,-1.619941,9.607482,9.755331,9.987945,286.778809
88.0558472,0.325723,-1.558924,9.672089,9.802328,9.350319,281.801636
88.0758591,0.305384,-1.550549,9.699606,9.827503,9.253765,281.141937
88.0958481,0.398704,-1.584049,9.651750,9.788997,9.605701,284.127838
88.1158829,0.462114,-1.576870,9.648160,9.787086,9.665380,286.333618
88.1359024,0.320937,-1.550549,9.776176,9.903577,9.200114,281.694122
88.1558990,0.353240,-1.579263,9.774980,9.908031,9.400256,282.608063
