Keuwl Accelerometer Data File
2022-08-21 19-10-43

Time (s), X (m/s2), Y (m/s2), Z (m/s2), R (m/s2), Theta (deg), Phi (deg)
0.0000000,0.746198,-0.753025,9.214842,9.275622,6.562738,314.739105
0.0199146,0.856391,-0.554199,9.418459,9.473537,6.181362,327.091766
0.0398301,1.967903,-0.695534,9.907141,10.124616,11.896896,340.534607
0.0597447,1.565459,-0.772189,9.811321,9.965388,10.088026,333.744385
0.0796637,1.598997,-0.743443,9.533443,9.695155,10.479403,335.064209
0.0995783,1.536713,-0.817704,9.281916,9.443733,10.621860,331.982025
0.1195408,1.587019,-0.659601,9.689151,9.840394,10.058368,337.431122
0.1394554,1.790637,-0.683556,9.864022,10.048511,10.996085,339.106201
0.1593103,1.431311,-0.566176,9.660404,9.782261,9.053039,338.417999
0.1792249,1.289977,-0.580549,9.634054,9.737355,8.353223,335.770050
0.1991466,1.256440,-0.673974,9.756225,9.859859,8.314464,331.790192
0.2190612,1.266022,-0.714697,9.907141,10.013243,8.348262,330.554321
0.2389740,1.239671,-0.630855,10.010147,10.106325,7.910856,333.028961
0.2588886,0.911488,-0.614087,9.935887,9.996488,6.312053,326.031128
0.2788387,0.727035,-0.652415,9.705919,9.754952,5.747127,318.096344
0.2987533,0.827645,-0.726675,9.667591,9.730127,6.499446,318.716766
0.3186648,1.052822,-0.786563,9.765806,9.853836,7.664315,323.236633
0.3385794,1.242067,-0.791354,9.751433,9.862020,8.588399,327.497711
0.3585221,1.323514,-0.781771,9.660404,9.781936,9.041072,329.430573
0.3784367,1.448080,-0.769794,9.825694,9.961616,9.475710,332.005066
0.3983116,1.608578,-0.841659,10.007752,10.171087,10.281969,332.380005
0.4182262,1.666070,-0.858428,10.072431,10.245318,10.540700,332.740631
0.4381254,1.740331,-0.791354,10.141900,10.320519,10.675290,335.548035
0.4580401,1.536713,-0.798540,10.170646,10.317034,9.663346,332.541748
0.4779749,1.294768,-0.796144,10.043685,10.158045,8.605534,328.412903
0.4978895,1.316327,-0.760212,9.921514,10.037284,8.710570,329.992493
0.5178196,1.587019,-0.865614,10.067639,10.228650,10.179524,331.390442
0.5377343,1.579833,-0.889569,10.158669,10.319193,10.119290,330.617096
0.5576204,1.122292,-0.858428,10.194601,10.292052,7.890856,322.588074
0.5775350,0.933047,-0.865614,10.070035,10.150146,7.203368,317.147064
0.5974768,0.590491,-0.774585,9.590935,9.640265,5.798734,307.319427
0.6173915,0.664752,-0.633250,9.662800,9.706318,5.427587,316.390228
0.6372641,1.687630,-0.415260,9.727478,9.881516,10.129917,346.176361
0.6571786,1.438498,0.027908,9.368154,9.477993,8.731292,1.111424
0.6771061,1.143852,0.178824,9.171722,9.244505,7.194402,8.885411
0.6970207,1.931971,0.284226,9.437623,9.637532,11.690272,8.369156
0.7169152,1.381006,0.039885,9.463973,9.564285,8.305555,1.654306
0.7368298,0.882742,0.154869,9.234006,9.277396,5.543584,9.950752
0.7567614,0.645588,-0.003234,9.243587,9.266105,3.995177,359.712982
0.7766759,0.925861,-0.020002,9.281916,9.328000,5.697704,358.762360
0.7966115,1.206135,0.102168,9.231610,9.310630,7.470050,4.841794
0.8165262,1.239671,0.298599,9.315453,9.402319,7.794374,13.542828
0.8365145,1.031263,0.250689,9.617286,9.675668,6.297312,13.662979
0.8564290,0.750989,0.174033,9.622076,9.652907,4.580564,13.047320
0.8762499,0.724639,0.418374,9.634054,9.670322,4.963806,30.000208
0.8961645,0.880346,0.480657,9.784970,9.836244,5.852735,28.633930
0.9160923,1.117501,0.415978,9.919119,9.990534,6.854835,20.417274
0.9360069,1.076777,0.363277,10.053267,10.117291,6.449261,18.643095
0.9559298,0.980958,0.303390,10.067639,10.119865,5.823458,17.185762
0.9758443,0.858787,0.289017,10.000566,10.041532,5.177216,18.600193
0.9957433,0.925861,0.439934,9.911932,9.964796,5.904418,25.415268
1.0156578,0.858787,0.581268,9.897559,9.951736,5.981272,34.092014
1.0355799,0.719848,0.686670,9.844858,9.894996,5.770237,43.648716
1.0554944,0.643192,0.691461,9.789762,9.835204,5.509898,47.071255
1.0754415,0.681520,0.693856,9.964633,10.011984,5.574607,45.513905
1.0953560,0.873160,0.741767,10.098781,10.163562,6.472478,40.348553
1.1152483,0.839623,0.705834,10.036498,10.096260,6.237122,40.052284
1.1351628,0.863578,0.751348,9.816112,9.882628,6.651366,41.024612
1.1550720,0.681520,0.818422,9.703524,9.761796,6.263534,50.215042
1.1749866,0.528208,0.744162,9.830485,9.872751,5.303561,54.632774
1.1948861,0.497066,0.722602,9.775389,9.814655,5.126902,55.476551
1.2148006,0.264703,0.830400,9.538234,9.577971,5.220971,72.319504
1.2347541,0.061085,0.950175,9.372945,9.421182,5.800424,86.321594
1.2546687,0.013175,1.122651,9.195678,9.263963,6.960945,89.327606
1.2745498,-0.058690,1.180143,9.123813,9.200007,7.379137,92.847023
1.2944643,0.005989,1.192121,9.284311,9.360536,7.316948,89.712158
1.3144242,0.231166,1.141815,9.461578,9.533029,7.019342,78.554886
1.3343387,0.295844,1.007667,9.619681,9.676837,6.230392,73.638100
1.3542038,0.267098,0.926220,9.892768,9.939622,5.565424,73.913773
1.3741184,0.185651,0.741767,10.206578,10.235181,4.284457,75.948502
1.3940419,0.044317,0.679483,10.242511,10.265120,3.803438,86.268364
1.4139564,-0.063480,0.648342,10.163460,10.184316,3.667410,95.592125
1.4338511,-0.015570,0.672297,10.117945,10.140267,3.802460,91.326744
1.4537657,0.017966,0.667506,10.043685,10.065858,3.803696,88.458206
1.4737413,-0.039526,0.547731,10.034102,10.049119,3.132629,94.127441
1.4936558,0.262307,0.545335,10.002961,10.021249,3.461984,64.312347
1.5135467,0.616841,0.583664,10.017334,10.053265,4.845573,43.416939
1.5334613,0.722243,0.681879,10.012543,10.061690,5.665380,43.353363
1.5534472,0.755781,0.899870,9.813717,9.883825,6.828374,49.973843
1.5733619,0.719848,1.096300,9.485533,9.575771,7.872053,56.710472
1.5931876,0.566536,1.065159,9.526257,9.602348,7.217789,61.992413
1.6131022,0.434783,0.839982,9.775389,9.821040,5.526554,62.633442
1.6330192,0.413224,0.689066,9.744247,9.777317,4.713722,59.049408
1.6529338,0.674334,0.660320,9.744247,9.789847,5.532224,44.398411
1.6728467,0.822855,0.552522,9.907141,9.956596,5.713094,33.880169
1.6927613,0.691102,0.521380,9.909536,9.947280,4.992810,37.031593
1.7127066,0.621633,0.559708,9.737061,9.772924,4.910075,41.999390
1.7326210,0.664752,0.578873,9.686755,9.726778,5.199422,41.049686
1.7525309,0.770154,0.542940,9.784970,9.830237,5.500642,35.182934
1.7724458,0.604864,0.497425,9.835276,9.866405,4.552555,39.433052
1.7923138,0.410829,0.456702,9.861627,9.880741,3.564472,48.026882
1.8122287,0.379687,0.526172,9.828090,9.849485,3.777246,54.185665
1.8321527,0.207211,0.509403,9.744247,9.759753,3.230164,67.864876
1.8520676,0.087436,0.542940,9.667591,9.683220,3.255760,80.851540
1.8719749,0.343755,0.530963,9.751433,9.771926,3.711249,57.080269
1.8918897,0.458739,0.521380,9.758620,9.783299,4.070541,48.656948
1.9118418,0.446761,0.538149,9.715501,9.740644,4.117657,50.301193
1.9317566,0.578514,0.545335,9.768202,9.800502,4.652990,43.309017
1.9516537,0.628819,0.444725,9.909536,9.939422,4.444221,35.269390
1.9715686,0.667147,0.332136,9.892768,9.920799,4.308117,26.466204
1.9914887,0.909092,0.281830,9.909536,9.955139,5.486266,17.224115
2.0114036,0.889929,0.272249,9.887977,9.931675,5.376729,17.010012
2.0312867,0.741408,0.322554,9.772993,9.806381,4.729363,23.511751
2.0512016,0.556954,0.231525,9.758620,9.777243,3.536845,22.572588
2.0711198,0.384478,0.126123,9.866418,9.874711,2.348354,18.161402
2.0910347,0.396455,0.133309,9.775389,9.784333,2.450084,18.585392
2.1109457,0.513835,0.214757,9.756225,9.772107,3.267106,22.682409
2.1308606,0.643192,0.212361,9.875999,9.899199,3.923460,18.271536
2.1508102,0.583305,0.159660,9.861627,9.880153,3.509280,15.307853
2.1707253,0.415619,0.150078,9.672382,9.682471,2.615764,19.854383
2.1906071,0.406038,0.166846,9.634054,9.644051,2.608945,22.338448
2.2105217,0.827645,0.253085,9.703524,9.742043,5.096814,17.003033
2.2304592,0.849205,0.233920,9.756225,9.795907,5.158942,15.400657
2.2503741,0.530604,0.145287,9.820903,9.836299,3.206134,15.313090
2.2702549,0.501858,0.118937,9.804134,9.817691,3.011294,13.332694
2.2901695,0.671938,0.154869,9.847254,9.871367,4.005604,12.978941
2.3100739,0.731825,0.186010,9.923909,9.952595,4.351182,14.261069
2.3299885,0.830041,0.253085,9.873604,9.911663,5.022661,16.956781
2.3498881,0.863578,0.255480,9.787366,9.828712,5.257212,16.480268
2.3698030,0.743803,0.130914,9.892768,9.921555,4.365652,9.982178
2.3897569,0.585700,0.049467,10.082012,10.099132,3.336598,4.827625
2.4096718,0.552163,0.061444,10.026916,10.042295,3.171447,6.349730
2.4295568,0.655169,0.260271,9.823298,9.848562,4.104796,21.665823
2.4494717,0.784527,0.559708,9.693941,9.741728,5.677407,35.505379
2.4694176,0.906697,0.772908,9.614890,9.688426,7.063748,40.445717
2.4893324,0.940234,0.782490,9.576562,9.654370,7.279149,39.768211
2.5092270,1.019285,0.686670,9.636450,9.714506,7.268117,33.967274
2.5291419,1.309141,0.581268,9.729874,9.834743,8.374635,23.941565
2.5490277,1.383402,0.502217,9.722688,9.833447,8.607611,19.952425
2.5689425,1.261231,0.478262,9.784970,9.877503,7.848780,20.766836
2.5888848,1.083964,0.396814,9.801739,9.869474,6.716591,20.106525
2.6087997,0.971376,0.257876,9.878395,9.929389,5.809271,14.867630
2.6287031,0.923465,0.102168,9.931096,9.974463,5.344745,6.313268
2.6486180,0.640796,-0.067912,9.856835,9.877876,3.740364,353.950287
2.6685464,0.494671,-0.125405,9.909536,9.922668,2.948093,345.774597
2.6884615,0.600073,-0.120614,10.005357,10.024061,3.500677,348.635101
2.7083478,0.659961,-0.036771,9.916723,9.938727,3.813311,356.810944
2.7282629,0.707870,0.075818,9.749038,9.774997,4.176545,6.113442
2.7481878,0.767758,0.260271,9.631659,9.665714,4.811086,18.726728
2.7681029,0.990539,0.372860,9.705919,9.763455,6.223276,20.627373
2.7880137,1.172598,0.538149,9.677173,9.762799,7.594038,24.652166
2.8079281,1.292372,0.629178,9.679568,9.785711,8.446571,25.958649
2.8278596,1.479221,0.710625,9.737061,9.874383,9.566614,25.659849
2.8477740,1.527132,0.677088,9.820903,9.961964,9.653433,23.911179
2.8676903,1.311537,0.480657,9.940678,10.038338,7.998682,20.127071
2.8876050,1.189366,0.303390,10.012543,10.087500,6.989096,14.310150
2.9075320,1.349864,0.238712,10.026916,10.120185,7.784800,10.028565
2.9274464,1.244462,0.190802,10.050871,10.129417,7.139876,8.716734
2.9473166,0.830041,0.193197,9.904745,9.941341,4.917769,13.102646
2.9672308,0.667147,0.200383,9.765806,9.790618,4.079912,16.718105
